"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","78-Pyelo","APECO1","BEN2908","CFT073","IHE3034","IMT5155","LF82","NRG857c","RS218","UIT89","chi7122"
"group_4496","","hypothetical protein","3","3","1","1","2819","1","1564","","842","842","842","","","","","HONHGEAM_01124","","","","KJPMMKDD_01095","ALJJNEKE_01065",""
"group_4517","","hypothetical protein","3","3","1","1","1751","1","501","","197","197","197","","","","","HONHGEAM_02179","","","","KJPMMKDD_02189","ALJJNEKE_02066",""
"mshA_1","","D-inositol-3-phosphate glycosyltransferase","3","3","1","1","4283","463","25","","1103","1103","1103","","","","","HONHGEAM_02237","","","","KJPMMKDD_02251","ALJJNEKE_02125",""
"bshA","","N-acetyl-alpha-D-glucosaminyl L-malate synthase","3","3","1","1","4284","463","26","","1106","1106","1106","","","","","HONHGEAM_02238","","","","KJPMMKDD_02252","ALJJNEKE_02126",""
"arnC_2","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","3","3","1","1","4285","463","27","","788","788","788","","","","","HONHGEAM_02239","","","","KJPMMKDD_02253","ALJJNEKE_02127",""
"epsH_1","","Putative glycosyltransferase EpsH","3","3","1","1","4286","463","28","","968","968","968","","","","","HONHGEAM_02240","","","","KJPMMKDD_02254","ALJJNEKE_02128",""
"group_4522","","hypothetical protein","3","3","1","1","4288","463","30","","1190","1190","1190","","","","","HONHGEAM_02241","","","","KJPMMKDD_02255","ALJJNEKE_02129",""
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","3","3","1","1","4290","463","32","","557","557","557","","","","","HONHGEAM_02243","","","","KJPMMKDD_02258","ALJJNEKE_02131",""
"group_4563","","hypothetical protein","3","3","1","1","6510","1","2543","","923","923","923","","","","","HONHGEAM_02602","","","","KJPMMKDD_02572","ALJJNEKE_02439",""
"group_4564","","hypothetical protein","3","3","1","1","6509","1","2544","","203","203","203","","","","","HONHGEAM_02603","","","","KJPMMKDD_02573","ALJJNEKE_02440",""
"group_4565","","hypothetical protein","3","3","1","1","6508","1","2545","","140","140","140","","","","","HONHGEAM_02604","","","","KJPMMKDD_02574","ALJJNEKE_02441",""
"group_4566","","hypothetical protein","3","3","1","1","6506","1","2547","","248","248","248","","","","","HONHGEAM_02606","","","","KJPMMKDD_02576","ALJJNEKE_02443",""
"group_4567","","hypothetical protein","3","3","1","1","6505","1","2548","","581","581","581","","","","","HONHGEAM_02607","","","","KJPMMKDD_02577","ALJJNEKE_02444",""
"group_4568","","hypothetical protein","3","3","1","1","6504","1","2549","","419","419","419","","","","","HONHGEAM_02608","","","","KJPMMKDD_02578","ALJJNEKE_02445",""
"group_4569","","hypothetical protein","3","3","1","1","6503","1","2550","","323","323","323","","","","","HONHGEAM_02609","","","","KJPMMKDD_02579","ALJJNEKE_02446",""
"group_4570","","hypothetical protein","3","3","1","1","6502","1","2551","","2159","2159","2159","","","","","HONHGEAM_02610","","","","KJPMMKDD_02580","ALJJNEKE_02447",""
"group_4603","","hypothetical protein","3","3","1","1","3427","1","1976","","332","332","332","","","","","","JFLNLICH_00004","NFALKJBE_01141","OKCJCEOA_01145","","",""
"group_464","","hypothetical protein","3","3","1","1","5188","1","2107","","362","362","362","","CPCHNOAG_04839","","","","","","","","ALJJNEKE_04717","NOKOPPJF_02241"
"group_4668","","hypothetical protein","3","3","1","1","6219","572","4","","191","191","191","","","","","","JFLNLICH_03604","","","KJPMMKDD_00804","","NOKOPPJF_00866"
"group_4723","","hypothetical protein","3","3","1","1","5913","12","7","","215","215","215","","","","","","","NFALKJBE_01103","OKCJCEOA_01107","","","NOKOPPJF_00765"
"group_4731","","hypothetical protein","3","3","1","1","7247","281","1","","179","179","179","","","","","","","NFALKJBE_01276","OKCJCEOA_01297","","","NOKOPPJF_01317"
"group_4741","","hypothetical protein","3","3","1","1","5845","1","1963","","2099","2099","2099","","","","","","","NFALKJBE_01523","OKCJCEOA_01544","","","NOKOPPJF_01594"
"group_4742","","hypothetical protein","3","3","1","1","5844","1","1964","","527","527","527","","","","","","","NFALKJBE_01524","OKCJCEOA_01545","","","NOKOPPJF_01595"
"group_4743","","hypothetical protein","3","3","1","1","5842","1","1966","","206","206","206","","","","","","","NFALKJBE_01526","OKCJCEOA_01547","","","NOKOPPJF_01597"
"group_4745","","hypothetical protein","3","3","1","1","5838","1","2150","","497","497","497","","","","","","","NFALKJBE_01530","OKCJCEOA_01551","","","NOKOPPJF_01600"
"group_4746","rrrD_2","Lysozyme RrrD","3","3","1","1","5837","1","2151","","533","533","533","","","","","","","NFALKJBE_01531","OKCJCEOA_01552","","","NOKOPPJF_01601"
"group_4752","","hypothetical protein","3","3","1","1","8232","1","158","","236","236","236","","","","","","","NFALKJBE_01553","OKCJCEOA_01572","","","NOKOPPJF_01623"
"group_4753","intQ","Putative defective protein IntQ","3","3","1","1","8233","1","156","","1280","1280","1280","","","","","","","NFALKJBE_01554","OKCJCEOA_01573","","","NOKOPPJF_01624"
"group_479","","hypothetical protein","3","3","1","1","1252","1","393","","236","455","372","MLKLJMNP_00053","","MMFKLIDH_03943","","","JFLNLICH_00098","","","","",""
"group_481","","hypothetical protein","3","3","1","1","1238","1","306","","236","455","382","MLKLJMNP_00842","","MMFKLIDH_02053","BLOBBDCK_03347","","","","","","",""
"flu_1","","Antigen 43","3","3","1","1","1256","1","1538","","2648","3119","2962","MLKLJMNP_00055","","MMFKLIDH_02048","","","JFLNLICH_00096","","","","",""
"group_5033","","hypothetical protein","3","3","1","1","5789","1","226","","365","365","365","","","","","","","","","KJPMMKDD_04464","ALJJNEKE_04733","NOKOPPJF_00254"
"group_5034","","hypothetical protein","3","3","1","1","5790","1","225","","446","446","446","","","","","","","","","KJPMMKDD_04465","ALJJNEKE_04734","NOKOPPJF_00255"
"group_540","","hypothetical protein","3","3","1","1","7395","1","846","","623","1013","753","MLKLJMNP_02091","","MMFKLIDH_01955","","","JFLNLICH_04036","","","","",""
"ptrB_2","","Protease 2","3","3","1","1","7848","123","1","","1535","2060","1753","","CPCHNOAG_01879","","BLOBBDCK_02042","","","","","KJPMMKDD_01988","",""
"group_57","klcA_4","Antirestriction protein KlcA","3","3","1","1","2272","1","321","","479","485","483","MLKLJMNP_00839","","MMFKLIDH_02059","BLOBBDCK_03350","","","","","","",""
"group_582","","hypothetical protein","3","3","1","1","7955","12","5","","524","680","628","MLKLJMNP_02920","","","","","","NFALKJBE_01106","OKCJCEOA_01110","","",""
"group_590","","hypothetical protein","3","3","1","1","2740","1","1396","","374","665","471","","","","BLOBBDCK_01104","","","","","KJPMMKDD_04799","ALJJNEKE_04555",""
"pgrR_4","","HTH-type transcriptional regulator PgrR","3","3","1","1","7553","28","24","","728","908","788","","","","BLOBBDCK_01748","","","NFALKJBE_01464","OKCJCEOA_01485","","",""
"group_62","klcA_2","Antirestriction protein KlcA","3","3","1","1","4848","1","933","","227","485","399","","CPCHNOAG_03272","MMFKLIDH_04521","BLOBBDCK_04693","","","","","","",""
"group_622","","hypothetical protein","3","3","1","1","1848","1","407","","353","1268","736","","","","BLOBBDCK_04815","","JFLNLICH_02596","","","","ALJJNEKE_04449",""
"klcA_3","","Antirestriction protein KlcA","3","3","1","1","4847","1","926","","479","485","483","","","MMFKLIDH_04744","","","","","","KJPMMKDD_04869","ALJJNEKE_04622",""
"group_630","yjcS","Putative alkyl/aryl-sulfatase YjcS","3","3","1","1","3094","178","2","","1010","1985","1660","MLKLJMNP_04484","","","","","","","","KJPMMKDD_04563","","NOKOPPJF_04233"
"group_635","","hypothetical protein","3","3","1","1","5792","1","223","","1052","1052","1052","","","","","","","","","KJPMMKDD_04467","ALJJNEKE_04736","NOKOPPJF_00257"
"group_637","","hypothetical protein","3","3","1","1","5829","1","221","","242","1061","785","MLKLJMNP_04626","","","","HONHGEAM_00528","","","","","","NOKOPPJF_00530"
"group_638","","hypothetical protein","3","3","1","1","5666","1","234","","653","653","653","MLKLJMNP_04634","","","","","","","","KJPMMKDD_04459","ALJJNEKE_04728",""
"group_6383","","IS1 family transposase IS1R","3","3","1","1","8385","69","7","","377","377","377","MLKLJMNP_04120","","","","HONHGEAM_01819","","","OKCJCEOA_02167","","",""
"group_6418","","hypothetical protein","3","3","1","1","168","1","1121","","365","365","365","","","MMFKLIDH_04532","","","JFLNLICH_02448","","","","","NOKOPPJF_00356"
"group_643","zraP","Zinc resistance-associated protein","3","3","1","1","3775","131","2","","221","419","353","MLKLJMNP_04706","","","","","","","","KJPMMKDD_04384","ALJJNEKE_03527",""
"group_6437","","hypothetical protein","3","3","1","1","1244","1","309","","347","347","347","MLKLJMNP_00846","","","BLOBBDCK_03343","","JFLNLICH_00100","","","","",""
"group_646","","hypothetical protein","3","3","1","1","4893","71","2","","233","233","233","","CPCHNOAG_00063","","BLOBBDCK_00067","","JFLNLICH_02857","","","","",""
"group_650","","hypothetical protein","3","3","1","1","6592","88","1","","254","254","254","","","MMFKLIDH_03504","","","","","","KJPMMKDD_03610","ALJJNEKE_03450",""
"dsdX_2","","D-serine transporter DsdX","3","3","1","1","267","1","1220","","1337","1337","1337","MLKLJMNP_04408","","","","","","","","KJPMMKDD_04835","ALJJNEKE_04589",""
"group_6653","","hypothetical protein","3","3","1","1","1242","1","1525","","647","647","647","MLKLJMNP_00847","","","BLOBBDCK_03342","","JFLNLICH_00101","","","","",""
"group_686","","hypothetical protein","3","3","1","1","5206","1","1992","","305","620","410","","","MMFKLIDH_04836","","HONHGEAM_00508","","","","","","NOKOPPJF_00514"
"group_6942","","hypothetical protein","3","3","1","1","3766","476","2","","254","254","254","","CPCHNOAG_04387","","","","","","","KJPMMKDD_04391","ALJJNEKE_03520",""
"emrE_1","","Multidrug transporter EmrE","3","3","1","1","7980","4","19","","332","332","332","MLKLJMNP_02907","","","","","","NFALKJBE_01118","OKCJCEOA_01122","","",""
"group_712","","hypothetical protein","3","3","1","1","3001","1","540","","647","2381","1803","MLKLJMNP_00092","","MMFKLIDH_03908","BLOBBDCK_04093","","","","","","",""
"group_73","","hypothetical protein","3","3","1","1","2977","1","1685","","197","422","287","MLKLJMNP_00044","","MMFKLIDH_03954","BLOBBDCK_04161","","","","","","",""
"group_75","","hypothetical protein","3","3","1","1","1026","1","1696","","197","197","197","MLKLJMNP_00832","","","BLOBBDCK_03357","","JFLNLICH_02429","","","","",""
"group_76","","hypothetical protein","3","3","1","1","2934","1","1702","","197","422","272","MLKLJMNP_04432","CPCHNOAG_04545","MMFKLIDH_04513","","","","","","","",""
"group_794","intS_4","Prophage integrase IntS","3","3","1","1","1020","1","1444","","1262","1265","1264","MLKLJMNP_00933","CPCHNOAG_03225","","BLOBBDCK_03258","","","","","","",""
"group_8063","","hypothetical protein","3","3","1","1","2273","1","390","","476","476","476","MLKLJMNP_00049","","MMFKLIDH_02060","","","JFLNLICH_00104","","","","",""
"group_8191","","hypothetical protein","3","3","1","1","6993","1","1817","","395","395","395","","","","","HONHGEAM_00548","","NFALKJBE_01146","OKCJCEOA_01167","","",""
"group_8312","","IS3 family transposase IS2","3","3","1","1","67","1","1120","","905","905","905","","","MMFKLIDH_04531","","","JFLNLICH_02447","","","","","NOKOPPJF_00355"
"group_832","yqaB","Fructose-1-phosphate phosphatase YqaB","3","3","1","1","5536","86","5","","230","566","454","","","MMFKLIDH_02884","","","JFLNLICH_00866","NFALKJBE_02656","","","",""
"group_851","","hypothetical protein","3","3","1","1","1427","1","2448","","470","662","594","MLKLJMNP_01407","CPCHNOAG_02717","","","HONHGEAM_02833","","","","","",""
"group_852","","hypothetical protein","3","3","1","1","1436","1","2420","","437","437","437","MLKLJMNP_01439","CPCHNOAG_02687","","","HONHGEAM_02803","","","","","",""
"group_89","","ISAs1 family transposase ISEc1","3","3","1","1","2401","30","30","","1136","1136","1136","","","","","","","NFALKJBE_01972","OKCJCEOA_01992","","","NOKOPPJF_00553"
"group_93","","IS66 family transposase ISEc8","3","3","1","1","2704","1","1367","","347","1538","1141","MLKLJMNP_00859","","","BLOBBDCK_03330","","JFLNLICH_03112","","","","",""
"group_994","chuR_1","Anaerobic sulfatase-maturating enzyme","3","3","1","1","7590","48","8","","167","1157","827","","CPCHNOAG_01572","","","","","","","KJPMMKDD_01610","","NOKOPPJF_01528"
"group_1","","IS66 family transposase ISCro1","2","2","1","1","5595","1","2034","","1136","1310","1223","","","MMFKLIDH_02845","","","JFLNLICH_00825","","","","",""
"group_1000","ogt","Methylated-DNA--protein-cysteine methyltransferase","2","2","1","1","3483","45","9","","200","515","357","","","","","","","","","KJPMMKDD_01510","","NOKOPPJF_01396"
"mppA_1","","Periplasmic murein peptide-binding protein","2","2","1","1","3539","136","1","","413","1613","1013","","","","BLOBBDCK_01622","","JFLNLICH_04571","","","","",""
"mpaA_1","","Murein peptide amidase A","2","2","1","1","3534","140","2","","272","728","500","","","","BLOBBDCK_01617","","JFLNLICH_04576","","","","",""
"srlR_5","","hypothetical protein","2","2","1","1","7220","165","1","","314","749","531","","","","","","JFLNLICH_04618","","","","","NOKOPPJF_01343"
"group_102","","hypothetical protein","2","2","1","1","386","1","1037","","377","377","377","","","","","","","","","KJPMMKDD_04823","ALJJNEKE_04578",""
"ndh_1","","NADH dehydrogenase","2","2","1","1","3367","164","2","","197","1304","750","","","","BLOBBDCK_01251","","","","","KJPMMKDD_01173","",""
"group_1055","","hypothetical protein","2","2","1","1","1060","1","1640","","458","458","458","MLKLJMNP_04218","","","BLOBBDCK_00290","","","","","","",""
"group_1061","agp","Glucose-1-phosphatase","2","2","1","1","2464","116","2","","254","1241","747","","","","BLOBBDCK_01027","","","","","","","NOKOPPJF_01082"
"group_107","","hypothetical protein","2","2","1","1","5888","1","1919","","599","599","599","","CPCHNOAG_01472","","BLOBBDCK_02884","","","","","","",""
"lpxK_1","","Tetraacyldisaccharide 4'-kinase","2","2","1","1","4160","125","2","","266","986","626","","","","BLOBBDCK_00954","","","","","","","NOKOPPJF_00994"
"cydD_1","","ATP-binding/permease protein CydD","2","2","1","1","6180","173","1","","194","1766","980","","","","","","JFLNLICH_03702","","","KJPMMKDD_00905","",""
"group_1082","","hypothetical protein","2","2","1","1","6399","129","2","","398","1658","1028","","","","","HONHGEAM_00862","JFLNLICH_03679","","","","",""
"group_1093","ybiO_2","Moderate conductance mechanosensitive channel YbiO","2","2","1","1","6252","127","2","","173","2225","1199","","","","","","JFLNLICH_03564","","","KJPMMKDD_00762","",""
"group_1107","ybhI","Inner membrane protein YbhI","2","2","1","1","6113","99","1","","1061","1433","1247","MLKLJMNP_03363","","","","","","","","","","NOKOPPJF_00754"
"glnS_1","","Glutamine--tRNA ligase","2","2","1","1","5930","6","25","","554","1664","1109","","","","BLOBBDCK_00687","","","","","KJPMMKDD_00638","",""
"gltJ_1","","Glutamate/aspartate import permease protein GltJ","2","2","1","1","5935","157","1","","299","740","519","","","","","","JFLNLICH_03415","","","KJPMMKDD_00603","",""
"group_1138","","hypothetical protein","2","2","1","1","5165","160","1","","251","1259","755","","","","","HONHGEAM_00493","","","","","","NOKOPPJF_00495"
"sbmA_2","","Peptide antibiotic transporter SbmA","2","2","1","1","161","110","2","","581","1220","900","","","","","","","","","KJPMMKDD_00356","","NOKOPPJF_00362"
"group_1164","lutB_1","Lactate utilization protein B","2","2","1","1","2667","169","1","","179","1427","803","","CPCHNOAG_00309","","","","","","OKCJCEOA_00294","","",""
"group_1168","","hypothetical protein","2","2","1","1","587","3","2","","527","1484","1005","","","","","","JFLNLICH_03027","NFALKJBE_00229","","","",""
"group_1170","metI","D-methionine transport system permease protein MetI","2","2","1","1","572","132","2","","569","653","611","","CPCHNOAG_00200","","","","","","","","","NOKOPPJF_00194"
"group_1178","aceF","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","2","2","1","1","1272","170","1","","629","1892","1260","","CPCHNOAG_00116","","BLOBBDCK_00125","","","","","","",""
"group_1181","","hypothetical protein","2","2","1","1","1304","155","2","","605","1610","1107","","CPCHNOAG_00068","","","","JFLNLICH_02862","","","","",""
"yjhP_1","","putative protein YjhP","2","2","1","1","4811","1","366","","161","746","453","MLKLJMNP_04170","","","","","","","","","","NOKOPPJF_04484"
"deoR_2","","Deoxyribonucleoside regulator","2","2","1","1","2248","1","380","","716","986","851","MLKLJMNP_04184","","","","","","","","","","NOKOPPJF_04471"
"group_120","","hypothetical protein","2","2","1","1","3466","112","1","","2204","7565","4884","","","","","","JFLNLICH_04545","","","KJPMMKDD_01532","",""
"group_122","era_1","GTPase Era","2","2","1","1","1237","1","1543","","872","872","872","MLKLJMNP_00056","","","BLOBBDCK_01156","","","","","","",""
"group_1256","lgoT_1","putative L-galactonate transporter","2","2","1","1","3811","700","1","","347","347","347","","","MMFKLIDH_04309","","","JFLNLICH_02218","","","","",""
"group_1264","hemG","Protoporphyrinogen IX dehydrogenase [menaquinone]","2","2","1","1","3946","76","3","","308","545","426","","","MMFKLIDH_04156","","","JFLNLICH_02108","","","","",""
"group_1269","yigL_1","Pyridoxal phosphate phosphatase YigL","2","2","1","1","3914","167","1","","374","800","587","","","","","","JFLNLICH_02062","","","","","NOKOPPJF_03940"
"group_1274","comM_1","Competence protein ComM","2","2","1","1","2087","163","1","","1280","1520","1400","","","MMFKLIDH_04053","BLOBBDCK_04260","","","","","","",""
"hsrA_2","","putative transport protein HsrA","2","2","1","1","2136","159","1","","482","1427","954","","","","BLOBBDCK_04253","HONHGEAM_04160","","","","","",""
"group_1282","","hypothetical protein","2","2","1","1","68","1","1119","","209","464","336","","","","","","","","","KJPMMKDD_00351","","NOKOPPJF_00354"
"lnt_2","","Apolipoprotein N-acyltransferase","2","2","1","1","5933","66","1","","497","1541","1019","","","","","","JFLNLICH_03419","","","KJPMMKDD_00607","",""
"group_1290","cas1_2","CRISPR-associated endonuclease Cas1","2","2","1","1","6192","33","11","","419","983","701","","","","","HONHGEAM_00885","JFLNLICH_03691","","","","",""
"gpFI_2","","Putative prophage major tail sheath protein","2","2","1","1","4203","1","340","","866","1190","1028","","CPCHNOAG_02205","MMFKLIDH_04250","","","","","","","",""
"group_1322","","hypothetical protein","2","2","1","1","7099","1","2248","","188","188","188","","","MMFKLIDH_02104","","","","","","","","NOKOPPJF_02431"
"group_1331","","hypothetical protein","2","2","1","1","5773","1","2056","","428","1241","834","","","MMFKLIDH_02812","","","","","","KJPMMKDD_02904","",""
"group_1334","","hypothetical protein","2","2","1","1","5604","1","2026","","539","866","702","","","","BLOBBDCK_02928","","JFLNLICH_00820","","","","",""
"ttgR","","hypothetical protein","2","2","1","1","277","1","1268","","350","548","449","","CPCHNOAG_04564","","BLOBBDCK_04140","","","","","","",""
"mdoB_1","","Phosphoglycerol transferase I","2","2","1","1","4268","463","11","","782","1397","1089","","","MMFKLIDH_02156","","","JFLNLICH_00132","","","","",""
"group_1367","","hypothetical protein","2","2","1","1","4260","463","17","","437","887","662","","","MMFKLIDH_02161","","","JFLNLICH_00138","","","","",""
"group_1373","","hypothetical protein","2","2","1","1","2437","1","612","","743","1022","882","","","MMFKLIDH_03925","BLOBBDCK_02279","","","","","","",""
"group_1375","","hypothetical protein","2","2","1","1","59","1","1163","","287","1304","795","","","MMFKLIDH_04550","","","JFLNLICH_02513","","","","",""
"cbtA_4","","Cytoskeleton-binding toxin CbtA","2","2","1","1","2267","1","1694","","377","377","377","MLKLJMNP_00834","","","BLOBBDCK_03355","","","","","","",""
"group_1394","srfAA","Surfactin synthase subunit 1","2","2","1","1","2427","1","1420","","1085","4367","2726","","","","BLOBBDCK_02231","HONHGEAM_02149","","","","","",""
"group_1400","","IS3 family transposase ISLad1","2","2","1","1","374","1","1052","","242","653","447","","","","","","JFLNLICH_02500","","","","","NOKOPPJF_04438"
"group_1401","","hypothetical protein","2","2","1","1","4253","92","7","","686","1235","960","","","","","","","NFALKJBE_02041","OKCJCEOA_02061","","",""
"group_1403","","hypothetical protein","2","2","1","1","7543","28","13","","578","1025","801","","","","","","","","","KJPMMKDD_01626","ALJJNEKE_01582",""
"group_1411","","hypothetical protein","2","2","1","1","2074","1","1686","","563","845","704","MLKLJMNP_00043","CPCHNOAG_03279","","","","","","","","",""
"group_1416","","hypothetical protein","2","2","1","1","2949","1","573","","194","200","197","MLKLJMNP_00060","","MMFKLIDH_03931","","","","","","","",""
"hilA","","Transcriptional regulator HilA","2","2","1","1","3664","1","661","","833","896","864","MLKLJMNP_00069","","","","","","","","","","NOKOPPJF_02932"
"group_142","","hypothetical protein","2","2","1","1","2955","1","657","","1466","1499","1482","MLKLJMNP_00066","","","BLOBBDCK_01164","","","","","","",""
"group_1460","","hypothetical protein","2","2","1","1","6602","668","1","","779","779","779","MLKLJMNP_00387","","","","","","","","","","NOKOPPJF_03509"
"group_1523","","hypothetical protein","2","2","1","1","2269","1","318","","644","644","644","MLKLJMNP_00836","","","BLOBBDCK_03353","","","","","","",""
"group_1525","","hypothetical protein","2","2","1","1","2549","1","1360","","206","206","206","MLKLJMNP_00855","","","BLOBBDCK_03334","","","","","","",""
"group_1526","","hypothetical protein","2","2","1","1","446","1","1626","","206","206","206","MLKLJMNP_04204","","","BLOBBDCK_00276","","","","","","",""
"group_1528","nanR_2","HTH-type transcriptional repressor NanR","2","2","1","1","2731","1","1387","","299","734","516","MLKLJMNP_00873","","","BLOBBDCK_03319","","","","","","",""
"group_1529","","hypothetical protein","2","2","1","1","2720","1","1377","","434","434","434","MLKLJMNP_00884","","","BLOBBDCK_03309","","","","","","",""
"group_1532","papH","PAP fimbrial minor pilin protein","2","2","1","1","305","1","1228","","500","587","543","","CPCHNOAG_03238","","BLOBBDCK_04717","","","","","","",""
"group_1585","","hypothetical protein","2","2","1","1","5508","44","4","","755","773","764","MLKLJMNP_01200","","","BLOBBDCK_03000","","","","","","",""
"group_1588","","hypothetical protein","2","2","1","1","5517","44","7","","428","428","428","MLKLJMNP_01203","","","BLOBBDCK_02997","","","","","","",""
"group_159","","IS1 family transposase IS1F","2","2","1","1","382","1","1434","","209","503","356","","","","","","JFLNLICH_02491","","","","","NOKOPPJF_04447"
"group_1592","","hypothetical protein","2","2","1","1","5537","86","1","","89","89","89","MLKLJMNP_01222","","","BLOBBDCK_02976","","","","","","",""
"recE","","Exodeoxyribonuclease 8","2","2","1","1","1374","1","2442","","821","821","821","MLKLJMNP_01411","","","","HONHGEAM_02829","","","","","",""
"group_1626","","hypothetical protein","2","2","1","1","1420","1","2444","","299","299","299","MLKLJMNP_01412","","","","HONHGEAM_02827","","","","","",""
"group_1630","","hypothetical protein","2","2","1","1","1393","1","2381","","212","212","212","MLKLJMNP_01428","CPCHNOAG_02698","","","","","","","","",""
"group_1634","","hypothetical protein","2","2","1","1","1450","1","2384","","2474","2474","2474","MLKLJMNP_01447","CPCHNOAG_02678","","","","","","","","",""
"group_1635","","hypothetical protein","2","2","1","1","1453","1","2406","","506","506","506","MLKLJMNP_01453","","","","HONHGEAM_02789","","","","","",""
"group_164","","IS1 family transposase IS1R","2","2","1","1","5333","114","2","","503","503","503","","","","","","","","","KJPMMKDD_03018","ALJJNEKE_02875",""
"group_165","","hypothetical protein","2","2","1","1","3000","1","541","","245","293","269","MLKLJMNP_00091","","MMFKLIDH_03909","","","","","","","",""
"group_1726","","hypothetical protein","2","2","1","1","7344","1","65","","176","176","176","MLKLJMNP_02016","","","BLOBBDCK_01285","","","","","","",""
"group_1737","","hypothetical protein","2","2","1","1","7652","1","868","","242","242","242","MLKLJMNP_02056","","","BLOBBDCK_02187","","","","","","",""
"group_177","crfC_1","Clamp-binding protein CrfC","2","2","1","1","2923","1","622","","737","2396","1566","","CPCHNOAG_02106","","","","","","","KJPMMKDD_02216","",""
"group_181","","hypothetical protein","2","2","1","1","5731","1","1888","","698","698","698","","CPCHNOAG_02010","","","HONHGEAM_02070","","","","","",""
"group_182","","hypothetical protein","2","2","1","1","6458","1","1856","","308","698","503","","","MMFKLIDH_01163","","HONHGEAM_00554","","","","","",""
"dosC","","hypothetical protein","2","2","1","1","7602","67","7","","230","1382","806","MLKLJMNP_02524","","","","","","","","","","NOKOPPJF_01518"
"group_1864","ompX_2","Outer membrane protein X","2","2","1","1","5713","1","758","","599","599","599","MLKLJMNP_02700","","","BLOBBDCK_01325","","","","","","",""
"group_1865","","hypothetical protein","2","2","1","1","5865","1","750","","743","743","743","MLKLJMNP_02703","","MMFKLIDH_01341","","","","","","","",""
"ymgF","","Inner membrane protein YmgF","2","2","1","1","5895","6","11","","218","218","218","MLKLJMNP_02856","","","","","","","","","","NOKOPPJF_01221"
"group_1896","","hypothetical protein","2","2","1","1","6986","1","1791","","422","422","422","MLKLJMNP_02881","","","","","JFLNLICH_04767","","","","",""
"group_1918","yceO","putative protein YceO","2","2","1","1","2821","667","1","","110","113","111","MLKLJMNP_03005","","","BLOBBDCK_01200","","","","","","",""
"group_192","","hypothetical protein","2","2","1","1","2323","1","562","","353","602","477","","","","BLOBBDCK_02277","HONHGEAM_02193","","","","","",""
"group_1923","","hypothetical protein","2","2","1","1","2317","1","1427","","425","425","425","MLKLJMNP_03051","","","","","JFLNLICH_02488","","","","",""
"group_1928","","hypothetical protein","2","2","1","1","2899","1","973","","563","593","578","MLKLJMNP_03117","","","BLOBBDCK_01056","","","","","","",""
"group_194","","hypothetical protein","2","2","1","1","445","1","1625","","602","602","602","MLKLJMNP_04203","","","BLOBBDCK_00275","","","","","","",""
"group_198","","IS4 family transposase IS4","2","2","1","1","654","670","1","","1331","1331","1331","MLKLJMNP_00810","","","BLOBBDCK_03379","","","","","","",""
"fimA","","Type-1 fimbrial protein, A chain","2","2","1","1","4779","671","1","","548","548","548","MLKLJMNP_04159","","","","","","","","","","NOKOPPJF_04495"
"group_2117","","hypothetical protein","2","2","1","1","4815","1","362","","299","299","299","MLKLJMNP_04166","","","","","","","","","","NOKOPPJF_04487"
"group_2118","","hypothetical protein","2","2","1","1","4812","1","365","","551","551","551","MLKLJMNP_04169","","","","","","","","","","NOKOPPJF_04485"
"group_2119","","hypothetical protein","2","2","1","1","4810","1","368","","260","260","260","MLKLJMNP_04172","","","","","","","","","","NOKOPPJF_04483"
"fucA_2","","L-fuculose phosphate aldolase","2","2","1","1","2259","1","384","","401","641","521","MLKLJMNP_04188","","","","","","","","","","NOKOPPJF_04469"
"group_2121","","hypothetical protein","2","2","1","1","444","1","1624","","125","125","125","MLKLJMNP_04201","","","BLOBBDCK_00274","","","","","","",""
"group_2122","","hypothetical protein","2","2","1","1","450","1","1630","","425","425","425","MLKLJMNP_04208","","","BLOBBDCK_00280","","","","","","",""
"group_2123","","hypothetical protein","2","2","1","1","452","1","1632","","197","197","197","MLKLJMNP_04210","","","BLOBBDCK_00282","","","","","","",""
"group_2175","","hypothetical protein","2","2","1","1","5688","1","240","","989","989","989","","CPCHNOAG_04854","MMFKLIDH_04852","","","","","","","",""
"group_2180","","hypothetical protein","2","2","1","1","5673","1","2015","","836","1148","992","MLKLJMNP_04638","","MMFKLIDH_04845","","","","","","","",""
"group_2186","","hypothetical protein","2","2","1","1","5298","1","1997","","572","572","572","MLKLJMNP_04650","","","","","","","","KJPMMKDD_04442","",""
"group_2225","","hypothetical protein","2","2","1","1","2575","8","64","","116","119","117","","CPCHNOAG_00272","MMFKLIDH_00303","","","","","","","",""
"group_2226","","hypothetical protein","2","2","1","1","2579","8","68","","362","362","362","","CPCHNOAG_00276","MMFKLIDH_00307","","","","","","","",""
"group_2227","","hypothetical protein","2","2","1","1","2581","8","70","","203","230","216","","CPCHNOAG_00278","MMFKLIDH_00309","","","","","","","",""
"group_2228","","hypothetical protein","2","2","1","1","2582","8","71","","1829","1832","1830","","CPCHNOAG_00279","MMFKLIDH_00310","","","","","","","",""
