	042	11128	11368	2009EL-2050	55989	78-Pyelo	APECO1	BEN2908	CFT073	E2348_69	E24377A	H10407	IHE3034	IMT5155	K12	LF82	NRG857c	O157H7_EDL933	O157H7_Sakai	RS218	SCU-397	UTI89	chi7122
OG0009098																					fig|6666666.871113.peg.784		
OG0009099																					fig|6666666.871113.peg.797		
OG0009100																					fig|6666666.871113.peg.798		
OG0009101																					fig|6666666.871113.peg.805		
OG0009102																					fig|6666666.871113.peg.807		
OG0009103																					fig|6666666.871113.peg.809		
OG0009104																					fig|6666666.871113.peg.810		
OG0009105																					fig|6666666.871113.peg.813		
OG0009106																					fig|6666666.871113.peg.840		
OG0009107																					fig|6666666.871113.peg.846		
OG0009108																					fig|6666666.871113.peg.849		
OG0009109																					fig|6666666.871113.peg.850		
OG0009110																					fig|6666666.871113.peg.862		
OG0009111																					fig|6666666.871113.peg.884		
OG0009112																					fig|6666666.871113.peg.886		
OG0009113																					fig|6666666.871113.peg.909		
OG0009114																					fig|6666666.871113.peg.915		
OG0009115																					fig|6666666.871113.peg.918		
OG0009116																					fig|6666666.871113.peg.936		
OG0009117																					fig|6666666.871113.peg.939		
OG0009118																					fig|6666666.871113.peg.941		
OG0009119																					fig|6666666.871113.peg.943		
OG0009120																					fig|6666666.871113.peg.950		
OG0009121																					fig|6666666.871113.peg.958		
OG0009122																					fig|6666666.871113.peg.971		
OG0009123																					fig|6666666.871113.peg.976		
OG0009124																					fig|6666666.871113.peg.1001		
OG0009125																					fig|6666666.871113.peg.1028		
OG0009126																					fig|6666666.871113.peg.1042		
OG0009127																					fig|6666666.871113.peg.1043		
OG0009128																					fig|6666666.871113.peg.1056		
OG0009129																					fig|6666666.871113.peg.1057		
OG0009130																					fig|6666666.871113.peg.1063		
OG0009131																					fig|6666666.871113.peg.1066		
OG0009132																					fig|6666666.871113.peg.1069		
OG0009133																					fig|6666666.871113.peg.1076		
OG0009134																					fig|6666666.871113.peg.1110		
OG0009135																					fig|6666666.871113.peg.1122		
OG0009136																					fig|6666666.871113.peg.1132		
OG0009137																					fig|6666666.871113.peg.1165		
OG0009138																					fig|6666666.871113.peg.1166		
OG0009139																					fig|6666666.871113.peg.1207		
OG0009140																					fig|6666666.871113.peg.1222		
OG0009141																					fig|6666666.871113.peg.1227		
OG0009142																					fig|6666666.871113.peg.1230		
OG0009143																					fig|6666666.871113.peg.1240		
OG0009144																					fig|6666666.871113.peg.1242		
OG0009145																					fig|6666666.871113.peg.1246		
OG0009146																					fig|6666666.871113.peg.1247		
OG0009147																					fig|6666666.871113.peg.1299		
OG0009148																					fig|6666666.871113.peg.1314		
OG0009149																					fig|6666666.871113.peg.1320		
OG0009150																					fig|6666666.871113.peg.1334		
OG0009151																					fig|6666666.871113.peg.1341		
OG0009152																					fig|6666666.871113.peg.1346		
OG0009153																					fig|6666666.871113.peg.1364		
OG0009154																					fig|6666666.871113.peg.1366		
OG0009155																					fig|6666666.871113.peg.1373		
OG0009156																					fig|6666666.871113.peg.1409		
OG0009157																					fig|6666666.871113.peg.1414		
OG0009158																					fig|6666666.871113.peg.1436		
OG0009159																					fig|6666666.871113.peg.1463		
OG0009160																					fig|6666666.871113.peg.1485		
OG0009161																					fig|6666666.871113.peg.1497		
OG0009162																					fig|6666666.871113.peg.1500		
OG0009163																					fig|6666666.871113.peg.1503		
OG0009164																					fig|6666666.871113.peg.1509		
OG0009165																					fig|6666666.871113.peg.1536		
OG0009166																					fig|6666666.871113.peg.1540		
OG0009167																					fig|6666666.871113.peg.1566		
OG0009168																					fig|6666666.871113.peg.1568		
OG0009169																					fig|6666666.871113.peg.1574		
OG0009170																					fig|6666666.871113.peg.1601		
OG0009171																					fig|6666666.871113.peg.1602		
OG0009172																					fig|6666666.871113.peg.1607		
OG0009173																					fig|6666666.871113.peg.1609		
OG0009174																					fig|6666666.871113.peg.1611		
OG0009175																					fig|6666666.871113.peg.1620		
OG0009176																					fig|6666666.871113.peg.1624		
OG0009177																					fig|6666666.871113.peg.1651		
OG0009178																					fig|6666666.871113.peg.1657		
OG0009179																					fig|6666666.871113.peg.1671		
OG0009180																					fig|6666666.871113.peg.1682		
OG0009181																					fig|6666666.871113.peg.1688		
OG0009182																					fig|6666666.871113.peg.1689		
OG0009183																					fig|6666666.871113.peg.1698		
OG0009184																					fig|6666666.871113.peg.1704		
OG0009185																					fig|6666666.871113.peg.1714		
OG0009186																					fig|6666666.871113.peg.1715		
OG0009187																					fig|6666666.871113.peg.1745		
OG0009188																					fig|6666666.871113.peg.1761		
OG0009189																					fig|6666666.871113.peg.1762		
OG0009190																					fig|6666666.871113.peg.1767		
OG0009191																					fig|6666666.871113.peg.1770		
OG0009192																					fig|6666666.871113.peg.1773		
OG0009193																					fig|6666666.871113.peg.1775		
OG0009194																					fig|6666666.871113.peg.1780		
OG0009195																					fig|6666666.871113.peg.1785		
OG0009196																					fig|6666666.871113.peg.1786		
OG0009197																					fig|6666666.871113.peg.1791		
OG0009198																					fig|6666666.871113.peg.1796		
OG0009199																					fig|6666666.871113.peg.1797		
OG0009200																					fig|6666666.871113.peg.1801		
OG0009201																					fig|6666666.871113.peg.1805		
OG0009202																					fig|6666666.871113.peg.1829		
OG0009203																					fig|6666666.871113.peg.1866		
OG0009204																					fig|6666666.871113.peg.1898		
OG0009205																					fig|6666666.871113.peg.1903		
OG0009206																					fig|6666666.871113.peg.1923		
OG0009207																					fig|6666666.871113.peg.1936		
OG0009208																					fig|6666666.871113.peg.1944		
OG0009209																					fig|6666666.871113.peg.1950		
OG0009210																					fig|6666666.871113.peg.1954		
OG0009211																					fig|6666666.871113.peg.1958		
OG0009212																					fig|6666666.871113.peg.1995		
OG0009213																					fig|6666666.871113.peg.2025		
OG0009214																					fig|6666666.871113.peg.2053		
OG0009215																					fig|6666666.871113.peg.2054		
OG0009216																					fig|6666666.871113.peg.2055		
OG0009217																					fig|6666666.871113.peg.2072		
OG0009218																					fig|6666666.871113.peg.2100		
OG0009219																					fig|6666666.871113.peg.2116		
OG0009220																					fig|6666666.871113.peg.2118		
OG0009221																					fig|6666666.871113.peg.2122		
OG0009222																					fig|6666666.871113.peg.2125		
OG0009223																					fig|6666666.871113.peg.2132		
OG0009224																					fig|6666666.871113.peg.2167		
OG0009225																					fig|6666666.871113.peg.2170		
OG0009226																					fig|6666666.871113.peg.2193		
OG0009227																					fig|6666666.871113.peg.2207		
OG0009228																					fig|6666666.871113.peg.2212		
OG0009229																					fig|6666666.871113.peg.2215		
OG0009230																					fig|6666666.871113.peg.2229		
OG0009231																					fig|6666666.871113.peg.2235		
OG0009232																					fig|6666666.871113.peg.2245		
OG0009233																					fig|6666666.871113.peg.2253		
OG0009234																					fig|6666666.871113.peg.2288		
OG0009235																					fig|6666666.871113.peg.2293		
OG0009236																					fig|6666666.871113.peg.2296		
OG0009237																					fig|6666666.871113.peg.2297		
OG0009238																					fig|6666666.871113.peg.2299		
OG0009239																					fig|6666666.871113.peg.2300		
OG0009240																					fig|6666666.871113.peg.2303		
OG0009241																					fig|6666666.871113.peg.2307		
OG0009242																					fig|6666666.871113.peg.2308		
OG0009243																					fig|6666666.871113.peg.2309		
OG0009244																					fig|6666666.871113.peg.2328		
OG0009245																					fig|6666666.871113.peg.2348		
OG0009246																					fig|6666666.871113.peg.2358		
OG0009247																					fig|6666666.871113.peg.2361		
OG0009248																					fig|6666666.871113.peg.2382		
OG0009249																					fig|6666666.871113.peg.2386		
OG0009250																					fig|6666666.871113.peg.2387		
OG0009251																					fig|6666666.871113.peg.2390		
OG0009252																					fig|6666666.871113.peg.2403		
OG0009253																					fig|6666666.871113.peg.2404		
OG0009254																					fig|6666666.871113.peg.2405		
OG0009255																					fig|6666666.871113.peg.2406		
OG0009256																					fig|6666666.871113.peg.2407		
OG0009257																					fig|6666666.871113.peg.2459		
OG0009258																					fig|6666666.871113.peg.2487		
OG0009259																					fig|6666666.871113.peg.2497		
OG0009260																					fig|6666666.871113.peg.2520		
OG0009261																					fig|6666666.871113.peg.2526		
OG0009262																					fig|6666666.871113.peg.2527		
OG0009263																					fig|6666666.871113.peg.2531		
OG0009264																					fig|6666666.871113.peg.2546		
OG0009265																					fig|6666666.871113.peg.2556		
OG0009266																					fig|6666666.871113.peg.2558		
OG0009267																					fig|6666666.871113.peg.2568		
OG0009268																					fig|6666666.871113.peg.2597		
OG0009269																					fig|6666666.871113.peg.2601		
OG0009270																					fig|6666666.871113.peg.2621		
OG0009271																					fig|6666666.871113.peg.2627		
OG0009272																					fig|6666666.871113.peg.2631		
OG0009273																					fig|6666666.871113.peg.2634		
OG0009274																					fig|6666666.871113.peg.2641		
OG0009275																					fig|6666666.871113.peg.2650		
OG0009276																					fig|6666666.871113.peg.2668		
OG0009277																					fig|6666666.871113.peg.2674		
OG0009278																					fig|6666666.871113.peg.2681		
OG0009279																					fig|6666666.871113.peg.2708		
OG0009280																					fig|6666666.871113.peg.2718		
OG0009281																					fig|6666666.871113.peg.2722		
OG0009282																					fig|6666666.871113.peg.2750		
OG0009283																					fig|6666666.871113.peg.2758		
OG0009284																					fig|6666666.871113.peg.2759		
OG0009285																					fig|6666666.871113.peg.2766		
OG0009286																					fig|6666666.871113.peg.2767		
OG0009287																					fig|6666666.871113.peg.2770		
OG0009288																					fig|6666666.871113.peg.2777		
OG0009289																					fig|6666666.871113.peg.2778		
OG0009290																					fig|6666666.871113.peg.2787		
OG0009291																					fig|6666666.871113.peg.2789		
OG0009292																					fig|6666666.871113.peg.2853		
OG0009293																					fig|6666666.871113.peg.2856		
OG0009294																					fig|6666666.871113.peg.2862		
OG0009295																					fig|6666666.871113.peg.2863		
OG0009296																					fig|6666666.871113.peg.2865		
OG0009297																					fig|6666666.871113.peg.2879		
OG0009298																					fig|6666666.871113.peg.2884		
OG0009299																					fig|6666666.871113.peg.2887		
OG0009300																					fig|6666666.871113.peg.2889		
OG0009301																					fig|6666666.871113.peg.2899		
OG0009302																					fig|6666666.871113.peg.2906		
OG0009303																					fig|6666666.871113.peg.2965		
OG0009304																					fig|6666666.871113.peg.2970		
OG0009305																					fig|6666666.871113.peg.2990		
OG0009306																					fig|6666666.871113.peg.2991		
OG0009307																					fig|6666666.871113.peg.2994		
OG0009308																					fig|6666666.871113.peg.2995		
OG0009309																					fig|6666666.871113.peg.3008		
OG0009310																					fig|6666666.871113.peg.3020		
OG0009311																					fig|6666666.871113.peg.3027		
OG0009312																					fig|6666666.871113.peg.3029		
OG0009313																					fig|6666666.871113.peg.3034		
OG0009314																					fig|6666666.871113.peg.3060		
OG0009315																					fig|6666666.871113.peg.3078		
OG0009316																					fig|6666666.871113.peg.3087		
OG0009317																					fig|6666666.871113.peg.3106		
OG0009318																					fig|6666666.871113.peg.3122		
OG0009319																					fig|6666666.871113.peg.3127		
OG0009320																					fig|6666666.871113.peg.3135		
OG0009321																					fig|6666666.871113.peg.3153		
OG0009322																					fig|6666666.871113.peg.3180		
OG0009323																					fig|6666666.871113.peg.3199		
OG0009324																					fig|6666666.871113.peg.3222		
OG0009325																					fig|6666666.871113.peg.3229		
OG0009326																					fig|6666666.871113.peg.3265		
OG0009327																					fig|6666666.871113.peg.3268		
OG0009328																					fig|6666666.871113.peg.3270		
OG0009329																					fig|6666666.871113.peg.3271		
OG0009330																					fig|6666666.871113.peg.3278		
OG0009331																					fig|6666666.871113.peg.3324		
OG0009332																					fig|6666666.871113.peg.3336		
OG0009333																					fig|6666666.871113.peg.3339		
OG0009334																					fig|6666666.871113.peg.3361		
OG0009335																					fig|6666666.871113.peg.3362		
OG0009336																					fig|6666666.871113.peg.3372		
OG0009337																					fig|6666666.871113.peg.3374		
OG0009338																					fig|6666666.871113.peg.3382		
OG0009339																					fig|6666666.871113.peg.3396		
OG0009340																					fig|6666666.871113.peg.3421		
OG0009341																					fig|6666666.871113.peg.3428		
OG0009342																					fig|6666666.871113.peg.3435		
OG0009343																					fig|6666666.871113.peg.3438		
OG0009344																					fig|6666666.871113.peg.3443		
OG0009345																					fig|6666666.871113.peg.3454		
OG0009346																					fig|6666666.871113.peg.3455		
OG0009347																					fig|6666666.871113.peg.3456		
OG0009348																					fig|6666666.871113.peg.3457		
OG0009349																					fig|6666666.871113.peg.3458		
OG0009350																					fig|6666666.871113.peg.3459		
OG0009351																					fig|6666666.871113.peg.3460		
OG0009352																					fig|6666666.871113.peg.3461		
OG0009353																					fig|6666666.871113.peg.3462		
OG0009354																					fig|6666666.871113.peg.3463		
OG0009355																					fig|6666666.871113.peg.3465		
OG0009356																					fig|6666666.871113.peg.3472		
OG0009357																					fig|6666666.871113.peg.3475		
OG0009358																					fig|6666666.871113.peg.3479		
OG0009359																					fig|6666666.871113.peg.3480		
OG0009360																					fig|6666666.871113.peg.3482		
OG0009361																					fig|6666666.871113.peg.3526		
OG0009362																					fig|6666666.871113.peg.3528		
OG0009363																					fig|6666666.871113.peg.3532		
OG0009364																					fig|6666666.871113.peg.3534		
OG0009365																					fig|6666666.871113.peg.3541		
OG0009366																					fig|6666666.871113.peg.3544		
OG0009367																					fig|6666666.871113.peg.3565		
OG0009368																					fig|6666666.871113.peg.3571		
OG0009369																					fig|6666666.871113.peg.3604		
OG0009370																					fig|6666666.871113.peg.3608		
OG0009371																					fig|6666666.871113.peg.3621		
OG0009372																					fig|6666666.871113.peg.3625		
OG0009373																					fig|6666666.871113.peg.3637		
OG0009374																					fig|6666666.871113.peg.3638		
OG0009375																					fig|6666666.871113.peg.3658		
OG0009376																					fig|6666666.871113.peg.3669		
OG0009377																					fig|6666666.871113.peg.3674		
OG0009378																					fig|6666666.871113.peg.3717		
OG0009379																					fig|6666666.871113.peg.3745		
OG0009380																					fig|6666666.871113.peg.3756		
OG0009381																					fig|6666666.871113.peg.3762		
OG0009382																					fig|6666666.871113.peg.3763		
OG0009383																					fig|6666666.871113.peg.3772		
OG0009384																					fig|6666666.871113.peg.3773		
OG0009385																					fig|6666666.871113.peg.3774		
OG0009386																					fig|6666666.871113.peg.3801		
OG0009387																					fig|6666666.871113.peg.3816		
OG0009388																					fig|6666666.871113.peg.3819		
OG0009389																					fig|6666666.871113.peg.3843		
OG0009390																					fig|6666666.871113.peg.3846		
OG0009391																					fig|6666666.871113.peg.3858		
OG0009392																					fig|6666666.871113.peg.3859		
OG0009393																					fig|6666666.871113.peg.3864		
OG0009394																					fig|6666666.871113.peg.3874		
OG0009395																					fig|6666666.871113.peg.3875		
OG0009396																					fig|6666666.871113.peg.3904		
OG0009397																					fig|6666666.871113.peg.3909		
OG0009398																					fig|6666666.871113.peg.3910		
OG0009399																					fig|6666666.871113.peg.3927		
OG0009400																					fig|6666666.871113.peg.3932		
OG0009401																					fig|6666666.871113.peg.3933		
OG0009402																					fig|6666666.871113.peg.3934		
OG0009403																					fig|6666666.871113.peg.3938		
OG0009404																					fig|6666666.871113.peg.3973		
OG0009405																					fig|6666666.871113.peg.3974		
OG0009406																					fig|6666666.871113.peg.3976		
OG0009407																					fig|6666666.871113.peg.3986		
OG0009408																					fig|6666666.871113.peg.3987		
OG0009409																					fig|6666666.871113.peg.3991		
OG0009410																					fig|6666666.871113.peg.4011		
OG0009411																					fig|6666666.871113.peg.4024		
OG0009412																					fig|6666666.871113.peg.4026		
OG0009413																					fig|6666666.871113.peg.4047		
OG0009414																					fig|6666666.871113.peg.4048		
OG0009415																					fig|6666666.871113.peg.4049		
OG0009416																					fig|6666666.871113.peg.4050		
OG0009417																					fig|6666666.871113.peg.4057		
OG0009418																					fig|6666666.871113.peg.4066		
OG0009419																					fig|6666666.871113.peg.4080		
OG0009420																					fig|6666666.871113.peg.4094		
OG0009421																					fig|6666666.871113.peg.4113		
OG0009422																					fig|6666666.871113.peg.4130		
OG0009423																					fig|6666666.871113.peg.4150		
OG0009424																					fig|6666666.871113.peg.4165		
OG0009425																					fig|6666666.871113.peg.4166		
OG0009426																					fig|6666666.871113.peg.4178		
OG0009427																					fig|6666666.871113.peg.4186		
OG0009428																					fig|6666666.871113.peg.4195		
OG0009429																					fig|6666666.871113.peg.4204		
OG0009430																					fig|6666666.871113.peg.4210		
OG0009431																					fig|6666666.871113.peg.4218		
OG0009432																					fig|6666666.871113.peg.4222		
OG0009433																					fig|6666666.871113.peg.4230		
OG0009434																					fig|6666666.871113.peg.4233		
OG0009435																					fig|6666666.871113.peg.4237		
OG0009436																					fig|6666666.871113.peg.4258		
OG0009437																					fig|6666666.871113.peg.4259		
OG0009438																					fig|6666666.871113.peg.4275		
OG0009439																					fig|6666666.871113.peg.4287		
OG0009440																					fig|6666666.871113.peg.4303		
OG0009441																					fig|6666666.871113.peg.4314		
OG0009442																					fig|6666666.871113.peg.4317		
OG0009443																					fig|6666666.871113.peg.4319		
OG0009444																					fig|6666666.871113.peg.4362		
OG0009445																					fig|6666666.871113.peg.4363		
OG0009446																					fig|6666666.871113.peg.4365		
OG0009447																					fig|6666666.871113.peg.4370		
OG0009448																					fig|6666666.871113.peg.4373		
OG0009449																					fig|6666666.871113.peg.4409		
OG0009450																					fig|6666666.871113.peg.4411		
OG0009451																					fig|6666666.871113.peg.4417		
OG0009452																					fig|6666666.871113.peg.4450		
OG0009453																					fig|6666666.871113.peg.4464		
OG0009454																					fig|6666666.871113.peg.4482		
OG0009455																					fig|6666666.871113.peg.4492		
OG0009456																					fig|6666666.871113.peg.4497		
OG0009457																					fig|6666666.871113.peg.4513		
OG0009458																					fig|6666666.871113.peg.4521		
OG0009459																					fig|6666666.871113.peg.4532		
OG0009460																					fig|6666666.871113.peg.4597		
OG0009461																					fig|6666666.871113.peg.4622		
OG0009462																					fig|6666666.871113.peg.4630		
OG0009463																					fig|6666666.871113.peg.4633		
OG0009464																					fig|6666666.871113.peg.4642		
OG0009465																					fig|6666666.871113.peg.4648		
OG0009466																					fig|6666666.871113.peg.4678		
OG0009467																					fig|6666666.871113.peg.4679		
OG0009468																					fig|6666666.871113.peg.4683		
OG0009469																					fig|6666666.871113.peg.4711		
OG0009470																					fig|6666666.871113.peg.4731		
OG0009471																					fig|6666666.871113.peg.4758		
OG0009472																					fig|6666666.871113.peg.4803		
OG0009473																					fig|6666666.871113.peg.4841		
OG0009474																					fig|6666666.871113.peg.4843		
OG0009475																					fig|6666666.871113.peg.4850		
OG0009476																					fig|6666666.871113.peg.4854		
OG0009477																					fig|6666666.871113.peg.4856		
OG0009478																					fig|6666666.871113.peg.4877		
OG0009479																					fig|6666666.871113.peg.4893		
OG0009480																					fig|6666666.871113.peg.4907		
OG0009481																					fig|6666666.871113.peg.4917		
OG0009482																					fig|6666666.871113.peg.4919		
OG0009483																					fig|6666666.871113.peg.4922		
OG0009484																					fig|6666666.871113.peg.4938		
OG0009485																					fig|6666666.871113.peg.4967		
OG0009486																					fig|6666666.871113.peg.4973		
OG0009487																					fig|6666666.871113.peg.4974		
OG0009488																					fig|6666666.871113.peg.5001		
OG0009489																					fig|6666666.871113.peg.5012		
OG0009490																					fig|6666666.871113.peg.5040		
OG0009491																					fig|6666666.871113.peg.5050		
OG0009492																					fig|6666666.871113.peg.5053		
OG0009493																					fig|6666666.871113.peg.5073		
OG0009494																					fig|6666666.871113.peg.5080		
OG0009495																					fig|6666666.871113.peg.5086		
OG0009496																					fig|6666666.871113.peg.5087		
OG0009497																					fig|6666666.871113.peg.5090		
OG0009498																					fig|6666666.871113.peg.5112		
OG0009499																					fig|6666666.871113.peg.5115		
OG0009500																					fig|6666666.871113.peg.5121		
OG0009501																					fig|6666666.871113.peg.5122		
OG0009502																					fig|6666666.871113.peg.5123		
OG0009503																					fig|6666666.871113.peg.5125		
OG0009504																					fig|6666666.871113.peg.5154		
OG0009505																					fig|6666666.871113.peg.5155		
OG0009506																					fig|6666666.871113.peg.5171		
OG0009507																					fig|6666666.871113.peg.5179		
OG0009508																					fig|6666666.871113.peg.5181		
OG0009509																					fig|6666666.871113.peg.5186		
OG0009510																					fig|6666666.871113.peg.5192		
OG0009511																					fig|6666666.871113.peg.5215		
OG0009512																					fig|6666666.871113.peg.5219		
OG0009513																					fig|6666666.871113.peg.5247		
OG0009514																					fig|6666666.871113.peg.5248		
OG0009515																					fig|6666666.871113.peg.5267		
OG0009516																					fig|6666666.871113.peg.5268		
OG0009517																					fig|6666666.871113.peg.5272		
OG0009518																					fig|6666666.871113.peg.5291		
OG0009519																					fig|6666666.871113.peg.5294		
OG0009520																					fig|6666666.871113.peg.5306		
OG0009521																					fig|6666666.871113.peg.5309		
OG0009522																					fig|6666666.871113.peg.5312		
OG0009523																					fig|6666666.871113.peg.5333		
OG0009524																					fig|6666666.871113.peg.5347		
OG0009525																					fig|6666666.871113.peg.5351		
OG0009526																					fig|6666666.871113.peg.5358		
OG0009527																					fig|6666666.871113.peg.5360		
OG0009528																					fig|6666666.871113.peg.5362		
OG0009529																					fig|6666666.871113.peg.5375		
OG0009530																					fig|6666666.871113.peg.5388		
OG0009531																					fig|6666666.871113.peg.5393		
OG0009532																					fig|6666666.871113.peg.5400		
OG0009533																					fig|6666666.871113.peg.5409		
OG0009534																					fig|6666666.871113.peg.5439		
OG0009535																					fig|6666666.871113.peg.5440		
OG0009536																					fig|6666666.871113.peg.5441		
OG0009537																					fig|6666666.871113.peg.5442		
OG0009538																					fig|6666666.871113.peg.5443		
OG0009539																					fig|6666666.871113.peg.5444		
OG0009540																					fig|6666666.871113.peg.5445		
OG0009541																					fig|6666666.871113.peg.5460		
OG0009542																					fig|6666666.871113.peg.5468		
OG0009543																					fig|6666666.871113.peg.5500		
OG0009544																					fig|6666666.871113.peg.5501		
OG0009545																					fig|6666666.871113.peg.5504		
OG0009546																					fig|6666666.871113.peg.5508		
OG0009547																					fig|6666666.871113.peg.5509		
OG0009548																					fig|6666666.871113.peg.5511		
OG0009549																					fig|6666666.871113.peg.5512		
OG0009550																					fig|6666666.871113.peg.5513		
OG0009551																					fig|6666666.871113.peg.5515		
OG0009552																					fig|6666666.871113.peg.5516		
OG0009553																					fig|6666666.871113.peg.5520		
OG0009554																					fig|6666666.871113.peg.5523		
OG0009555																					fig|6666666.871113.peg.5525		
OG0009556																					fig|6666666.871113.peg.5527		
OG0009557																					fig|6666666.871113.peg.5536		
OG0009558																					fig|6666666.871113.peg.5543		
OG0009559																					fig|6666666.871113.peg.5550		
OG0009560																					fig|6666666.871113.peg.5554		
OG0009561																					fig|6666666.871113.peg.5565		
OG0009562																					fig|6666666.871113.peg.5584		
OG0009563																					fig|6666666.871113.peg.5592		
OG0009564																					fig|6666666.871113.peg.5599		
OG0009565																					fig|6666666.871113.peg.5601		
OG0009566																					fig|6666666.871113.peg.5602		
OG0009567																					fig|6666666.871113.peg.5632		
OG0009568																					fig|6666666.871113.peg.5633		
OG0009569																					fig|6666666.871113.peg.5635		
OG0009570																					fig|6666666.871113.peg.5636		
OG0009571																					fig|6666666.871113.peg.5637		
OG0009572																					fig|6666666.871113.peg.5639		
OG0009573																					fig|6666666.871113.peg.5640		
OG0009574																					fig|6666666.871113.peg.5643		
OG0009575																					fig|6666666.871113.peg.5644		
OG0009576																					fig|6666666.871113.peg.5652		
OG0009577																					fig|6666666.871113.peg.5659		
OG0009578																					fig|6666666.871113.peg.5664		
OG0009579																					fig|6666666.871113.peg.5690		
OG0009580																					fig|6666666.871113.peg.5712		
OG0009581																					fig|6666666.871113.peg.5727		
OG0009582																					fig|6666666.871113.peg.5751		
OG0009583																					fig|6666666.871113.peg.5764		
OG0009584																					fig|6666666.871113.peg.5768		
OG0009585																					fig|6666666.871113.peg.5776		
OG0009586																					fig|6666666.871113.peg.5782		
OG0009587																					fig|6666666.871113.peg.5792		
OG0009588																					fig|6666666.871113.peg.5805		
OG0009589																					fig|6666666.871113.peg.5813		
OG0009590																					fig|6666666.871113.peg.5822		
OG0009591																					fig|6666666.871113.peg.5823		
OG0009592																					fig|6666666.871113.peg.5825		
OG0009593																					fig|6666666.871113.peg.5829		
OG0009594																					fig|6666666.871113.peg.5836		
OG0009595																					fig|6666666.871113.peg.5837		
OG0009596																					fig|6666666.871113.peg.5838		
OG0009597																					fig|6666666.871113.peg.5839		
OG0009598																					fig|6666666.871113.peg.5840		
OG0009599																					fig|6666666.871113.peg.5842		
OG0009600																					fig|6666666.871113.peg.5844		
OG0009601																						fig|6666666.475482.peg.282	
OG0009602																						fig|6666666.475482.peg.287	
OG0009603																						fig|6666666.475482.peg.891	
OG0009604																						fig|6666666.475482.peg.894	
OG0009605																						fig|6666666.475482.peg.896	
OG0009606																						fig|6666666.475482.peg.903	
OG0009607																						fig|6666666.475482.peg.912	
OG0009608																						fig|6666666.475482.peg.913	
OG0009609																						fig|6666666.475482.peg.1037	
OG0009610																						fig|6666666.475482.peg.1041	
OG0009611																						fig|6666666.475482.peg.1042	
OG0009612																						fig|6666666.475482.peg.1044	
OG0009613																						fig|6666666.475482.peg.1049	
OG0009614																						fig|6666666.475482.peg.1088	
OG0009615																						fig|6666666.475482.peg.1089	
OG0009616																						fig|6666666.475482.peg.1090	
OG0009617																						fig|6666666.475482.peg.1652	
OG0009618																						fig|6666666.475482.peg.2120	
OG0009619																						fig|6666666.475482.peg.2138	
OG0009620																						fig|6666666.475482.peg.2144	
OG0009621																						fig|6666666.475482.peg.2179	
OG0009622																						fig|6666666.475482.peg.2181	
OG0009623																						fig|6666666.475482.peg.2311	
OG0009624																						fig|6666666.475482.peg.2353	
OG0009625																						fig|6666666.475482.peg.2552	
OG0009626																						fig|6666666.475482.peg.2554	
OG0009627																						fig|6666666.475482.peg.2557	
OG0009628																						fig|6666666.475482.peg.2598	
OG0009629																						fig|6666666.475482.peg.3869	
OG0009630																						fig|6666666.475482.peg.4451	
OG0009631																						fig|6666666.475482.peg.4577	
OG0009632																						fig|6666666.475482.peg.4668	
OG0009633																						fig|6666666.475482.peg.4672	
OG0009634																						fig|6666666.475482.peg.4673	
OG0009635																						fig|6666666.475482.peg.4674	
OG0009636																						fig|6666666.475482.peg.4677	
OG0009637																						fig|6666666.475482.peg.4719	
OG0009638																						fig|6666666.475482.peg.4773	
OG0009639																						fig|6666666.475482.peg.4913	
OG0009640																							fig|6666666.555771.peg.291
OG0009641																							fig|6666666.555771.peg.293
OG0009642																							fig|6666666.555771.peg.296
OG0009643																							fig|6666666.555771.peg.345
OG0009644																							fig|6666666.555771.peg.377
OG0009645																							fig|6666666.555771.peg.494
OG0009646																							fig|6666666.555771.peg.580
OG0009647																							fig|6666666.555771.peg.582
OG0009648																							fig|6666666.555771.peg.585
OG0009649																							fig|6666666.555771.peg.586
OG0009650																							fig|6666666.555771.peg.587
OG0009651																							fig|6666666.555771.peg.735
OG0009652																							fig|6666666.555771.peg.770
OG0009653																							fig|6666666.555771.peg.775
OG0009654																							fig|6666666.555771.peg.782
OG0009655																							fig|6666666.555771.peg.786
OG0009656																							fig|6666666.555771.peg.787
OG0009657																							fig|6666666.555771.peg.1009
OG0009658																							fig|6666666.555771.peg.1039
OG0009659																							fig|6666666.555771.peg.1053
OG0009660																							fig|6666666.555771.peg.1054
OG0009661																							fig|6666666.555771.peg.1068
OG0009662																							fig|6666666.555771.peg.1393
OG0009663																							fig|6666666.555771.peg.1397
OG0009664																							fig|6666666.555771.peg.1398
OG0009665																							fig|6666666.555771.peg.1489
OG0009666																							fig|6666666.555771.peg.1495
OG0009667																							fig|6666666.555771.peg.1520
OG0009668																							fig|6666666.555771.peg.1540
OG0009669																							fig|6666666.555771.peg.1662
OG0009670																							fig|6666666.555771.peg.1795
OG0009671																							fig|6666666.555771.peg.1877
OG0009672																							fig|6666666.555771.peg.2131
OG0009673																							fig|6666666.555771.peg.2210
OG0009674																							fig|6666666.555771.peg.2350
OG0009675																							fig|6666666.555771.peg.2559
OG0009676																							fig|6666666.555771.peg.2560
OG0009677																							fig|6666666.555771.peg.2615
OG0009678																							fig|6666666.555771.peg.2753
